timestamp,employee_id,name,department,role,age,performance_score,job_satisfaction,promotion_status,attrition_risk,work_hours
2024-11-19 15:15:14,1573,Monique Jackson,HR,Developer,38,2.88,8.93,Not Promoted,Low,35
2024-11-19 15:15:15,5495,Kaylee White,Marketing,Analyst,27,3.74,4.25,Promoted,High,52
2024-11-19 15:15:16,8277,Kristi Frank,Sales,Analyst,40,3.73,4.0,Promoted,Medium,43
2024-11-19 15:15:17,9586,Marie Kramer,Sales,Manager,35,1.32,5.72,Promoted,Low,43
2024-11-19 15:15:18,5939,Zachary Taylor,Engineering,Consultant,37,2.12,1.38,Not Promoted,High,47
2024-11-19 15:15:19,6149,Erika Perez,Marketing,Manager,60,2.71,4.21,Promoted,High,42
2024-11-19 15:15:20,2195,Katie Shaw,Operations,Executive,42,4.6,2.26,Promoted,High,43
2024-11-19 15:15:21,3970,Alexa Cook,Operations,Manager,47,4.31,3.96,Promoted,Low,31
2024-11-19 15:15:22,7613,Anthony Morton,Operations,Consultant,60,3.22,1.29,Not Promoted,High,54
2024-11-19 15:15:23,7575,Marissa Wells,Operations,Executive,48,2.57,9.32,Promoted,High,58
2024-11-19 15:15:24,2839,Kurt Cobb,Sales,Executive,53,2.74,3.26,Promoted,High,56
2024-11-19 15:15:25,3796,Traci Taylor,Operations,Developer,44,3.32,4.21,Promoted,Low,30
2024-11-19 15:15:26,1244,Seth Mason,HR,Developer,28,3.22,7.53,Not Promoted,Low,56
2024-11-19 15:15:27,2810,Theresa Smith,Marketing,Manager,22,2.5,4.01,Not Promoted,High,52
2024-11-19 15:15:28,5964,Michelle Olson,HR,Executive,59,1.79,2.82,Not Promoted,High,35
2024-11-19 15:15:29,4005,Daniel Moore,HR,Developer,38,2.44,5.01,Not Promoted,Low,43
2024-11-19 15:15:30,7577,Michelle Baker,Engineering,Consultant,36,4.27,6.19,Promoted,Low,31
2024-11-19 15:15:31,4056,Laura Washington,Operations,Executive,30,2.49,9.76,Promoted,Low,56
2024-11-19 15:15:32,6007,Cindy Neal DVM,Operations,Manager,46,4.78,7.33,Not Promoted,High,37
2024-11-19 15:15:33,9216,Christopher Martinez,Operations,Executive,46,2.33,7.66,Promoted,Medium,41
2024-11-19 15:15:34,9600,Vicki Bailey,Engineering,Analyst,52,2.23,7.47,Not Promoted,Low,31
2024-11-19 15:15:35,8489,Patricia Stone,Operations,Executive,44,2.18,5.31,Promoted,High,32
2024-11-19 15:15:36,1262,Patrick Harris,Operations,Consultant,32,4.35,6.96,Not Promoted,High,43
2024-11-19 15:15:37,1490,Mary Stafford,HR,Manager,41,3.98,8.94,Not Promoted,High,44
2024-11-19 15:15:38,2837,Mrs. Dawn Thompson,HR,Executive,22,4.01,8.99,Not Promoted,Low,51
2024-11-19 15:15:39,5030,Susan Jarvis,Engineering,Analyst,60,3.24,8.49,Promoted,Medium,58
2024-11-19 15:15:40,4464,Edward Salas,Sales,Developer,50,4.21,5.04,Not Promoted,High,35
2024-11-19 15:15:41,1317,Victoria Krause,HR,Developer,29,2.31,2.4,Promoted,High,37
2024-11-19 15:15:42,8594,Terrance Goodman,HR,Developer,54,4.48,4.83,Promoted,High,51
2024-11-19 15:15:43,9410,Lisa Mueller,HR,Consultant,41,2.66,6.97,Not Promoted,High,31
2024-11-19 15:15:44,7463,Daniel Young,Operations,Executive,43,1.45,6.23,Promoted,Low,31
2024-11-19 15:15:45,2408,Jennifer Levine,Operations,Analyst,31,1.78,1.3,Not Promoted,High,60
2024-11-19 15:15:46,1341,Melissa Palmer,Marketing,Executive,27,3.54,9.37,Promoted,High,33
2024-11-19 15:15:47,1490,Tina Grant,Marketing,Manager,25,4.44,1.62,Not Promoted,High,53
2024-11-19 15:15:48,4227,Mr. Daniel Banks,Sales,Manager,26,3.83,3.72,Not Promoted,Medium,32
2024-11-19 15:15:49,9686,Ricky Lynch,Engineering,Consultant,55,4.31,8.43,Not Promoted,High,30
2024-11-19 15:15:50,7889,Christopher Williams,Operations,Consultant,33,1.66,1.63,Promoted,High,30
2024-11-19 15:15:51,6872,Anna Pierce,Operations,Developer,36,1.48,4.22,Promoted,Medium,36
2024-11-19 15:15:52,2562,Teresa Kelly,Sales,Developer,58,2.87,7.22,Promoted,High,34
2024-11-19 15:15:53,8323,Michelle Lambert,HR,Manager,58,4.09,9.43,Not Promoted,High,42
2024-11-19 15:15:54,4198,Walter Greene,HR,Analyst,38,1.05,7.99,Promoted,Low,34
2024-11-19 15:15:55,6285,Richard Eaton,Engineering,Executive,39,3.28,5.67,Not Promoted,High,51
2024-11-19 15:15:56,3050,Sarah Brown,Operations,Manager,42,3.43,7.37,Promoted,Medium,56
2024-11-19 15:15:57,9586,Heather Steele,Sales,Analyst,32,2.8,9.34,Not Promoted,Low,59
2024-11-19 15:15:58,4931,Billy Lane,Marketing,Analyst,37,2.8,2.6,Promoted,High,40
2024-11-19 15:15:59,8336,Joseph Lopez,Sales,Consultant,55,1.44,1.46,Not Promoted,High,52
2024-11-19 15:16:00,7642,Cassandra Anderson,Operations,Developer,25,1.98,3.3,Promoted,Medium,39
2024-11-19 15:16:01,4887,Jacob Anderson,Operations,Developer,57,3.95,6.4,Promoted,High,49
2024-11-19 15:16:02,4114,David House,HR,Manager,51,2.24,4.41,Promoted,High,33
2024-11-19 15:16:03,9903,Jennifer Larson,Sales,Manager,31,2.37,1.74,Not Promoted,High,45
2024-11-19 15:16:04,9862,Daniel Gonzalez,HR,Manager,58,1.79,1.27,Promoted,High,41
2024-11-19 15:16:05,1586,Amy Jones,Sales,Analyst,29,3.65,3.94,Promoted,High,40
2024-11-19 15:16:06,3432,Jeffery Mann,Engineering,Consultant,28,2.21,2.09,Not Promoted,High,42
2024-11-19 15:16:07,3097,Courtney King,Sales,Developer,27,2.64,6.49,Promoted,Medium,37
2024-11-19 15:16:08,5452,Eric Hutchinson,Engineering,Manager,51,3.5,3.14,Promoted,Low,40
2024-11-19 15:16:09,9286,Lorraine Bray,HR,Manager,59,4.06,5.42,Not Promoted,Medium,59
2024-11-19 15:16:10,3500,Tanya Bennett,Marketing,Manager,28,2.16,1.07,Not Promoted,High,50
2024-11-19 15:16:11,1927,Alisha Arroyo,Operations,Developer,45,3.25,1.91,Not Promoted,High,53
2024-11-19 15:16:12,2540,Jesse Williams,HR,Executive,56,3.44,3.31,Not Promoted,Low,49
2024-11-19 15:16:13,5165,Daniel Patton,Engineering,Developer,46,2.43,4.79,Not Promoted,High,57
2024-11-19 15:16:14,5114,Robert Mayo,Operations,Executive,32,3.08,8.13,Promoted,Low,33
2024-11-19 15:16:15,6953,Andrew Myers,Operations,Manager,44,3.17,5.38,Promoted,Medium,49
2024-11-19 15:16:16,7226,Lori Knox,Engineering,Consultant,53,1.77,8.19,Promoted,Medium,39
2024-11-19 15:16:17,2916,Justin Lang,Engineering,Manager,43,4.56,8.78,Not Promoted,Low,58
2024-11-19 15:16:18,5277,Hannah Contreras,Operations,Executive,29,4.71,2.93,Promoted,High,57
2024-11-19 15:16:19,2226,Robert Brown,HR,Developer,59,3.64,9.99,Promoted,Low,36
2024-11-19 15:16:20,7976,Tammie Waters,Engineering,Manager,44,4.8,5.34,Not Promoted,Low,42
2024-11-19 15:16:21,6311,Kevin Farmer,Engineering,Developer,26,3.91,6.94,Not Promoted,Low,30
2024-11-19 15:16:22,5675,Kara Kennedy,Marketing,Executive,49,2.85,7.0,Not Promoted,Low,37
2024-11-19 15:16:23,6514,Samantha Bailey,Engineering,Developer,35,3.06,5.8,Not Promoted,Medium,49
2024-11-19 15:16:24,9927,Angela Little,HR,Consultant,41,3.59,8.73,Promoted,Low,56
2024-11-19 15:16:25,6072,Shannon Wade,Engineering,Manager,27,3.65,2.47,Not Promoted,High,47
2024-11-19 15:16:26,8825,Katherine Parks DDS,Sales,Analyst,28,4.02,7.01,Promoted,Medium,48
2024-11-19 15:16:27,1431,Nicholas Collins,Engineering,Executive,54,4.64,7.83,Not Promoted,Low,56
2024-11-19 15:16:28,2258,Teresa Fitzgerald,HR,Manager,54,4.32,4.18,Promoted,High,52
2024-11-19 15:16:29,9914,Nicole Pittman,Operations,Consultant,25,3.27,1.77,Promoted,High,45
2024-11-19 15:16:30,6227,Monica Brooks,HR,Developer,53,3.82,6.74,Not Promoted,High,51
2024-11-19 15:16:31,5207,Kara Robinson,HR,Analyst,44,2.75,7.52,Not Promoted,Medium,36
2024-11-19 15:16:32,8134,Cynthia Brewer,Marketing,Developer,33,3.94,7.07,Not Promoted,High,49
2024-11-19 15:16:33,1784,James Hall,Sales,Executive,32,2.21,1.02,Promoted,High,52
2024-11-19 15:16:34,2194,Christopher Ryan,Sales,Analyst,51,1.43,7.97,Not Promoted,Medium,34
2024-11-19 15:16:35,6144,Heather Johnson,Sales,Consultant,42,2.21,8.24,Not Promoted,Medium,32
2024-11-19 15:16:36,5205,Vanessa Thompson,Marketing,Manager,55,4.2,1.27,Not Promoted,High,30
2024-11-19 15:16:37,3620,Samuel Myers,Sales,Analyst,45,3.18,9.61,Not Promoted,Medium,59
2024-11-19 15:16:38,1490,Samuel Jackson,Sales,Developer,37,2.66,4.78,Not Promoted,Low,41
2024-11-19 15:16:39,8109,Joshua Mcconnell,Engineering,Executive,57,4.87,5.42,Promoted,High,45
2024-11-19 15:16:40,7863,Richard Hughes,Engineering,Developer,42,2.44,1.94,Not Promoted,High,39
2024-11-19 15:16:41,7911,Michelle Mills,HR,Analyst,57,3.87,8.31,Promoted,Medium,30
2024-11-19 15:16:42,1821,Sean Davis,Marketing,Analyst,40,3.47,3.46,Promoted,High,51
2024-11-19 15:16:43,1649,Amanda Poole,Operations,Consultant,49,3.74,8.34,Not Promoted,Low,57
2024-11-19 15:16:44,4409,Alicia Carlson,Operations,Developer,39,1.6,7.39,Promoted,Low,38
2024-11-19 15:16:45,2179,Russell Hoover,Sales,Executive,38,4.02,7.52,Not Promoted,Low,40
2024-11-19 15:16:46,2976,Paul Schultz,HR,Executive,28,4.8,4.9,Not Promoted,Medium,30
2024-11-19 15:16:47,2619,Phyllis Carey,Engineering,Consultant,43,1.75,3.47,Not Promoted,Medium,35
2024-11-19 15:16:48,5632,Krystal Davis,Engineering,Analyst,47,4.6,9.43,Promoted,Medium,55
2024-11-19 15:16:49,7471,David Russell,Sales,Executive,38,3.08,7.24,Promoted,Low,33
2024-11-19 15:16:50,9700,Christopher Hodges,Engineering,Developer,54,1.25,7.35,Promoted,High,41
2024-11-19 15:16:51,5369,Joshua Shaffer,Marketing,Developer,57,4.55,5.6,Promoted,Low,58
2024-11-19 15:16:52,5879,Heather Anderson,Engineering,Consultant,43,3.57,6.7,Not Promoted,Low,34
2024-11-19 15:16:53,6210,Beth Frank,Operations,Executive,24,3.42,6.57,Promoted,High,35
2024-11-19 15:16:54,6320,James Kelley,Operations,Executive,40,3.4,1.07,Not Promoted,High,53
2024-11-19 15:16:55,5770,Lisa Woods,Engineering,Developer,43,2.96,9.98,Promoted,High,32
2024-11-19 15:16:56,8234,April Medina,Engineering,Consultant,27,3.47,5.86,Not Promoted,High,43
2024-11-19 15:16:57,1242,Jennifer Massey,Sales,Executive,59,4.62,2.55,Promoted,High,58
2024-11-19 15:16:58,5098,Samantha Khan,Engineering,Analyst,47,2.12,1.88,Not Promoted,High,58
2024-11-19 15:16:59,8448,Alexis Snyder,HR,Executive,24,1.79,3.87,Not Promoted,Low,57
2024-11-19 15:17:00,1447,Edward Burns,Engineering,Consultant,49,4.69,4.3,Not Promoted,Low,47
2024-11-19 15:17:01,3299,Cynthia Ferguson,Engineering,Manager,53,3.06,7.92,Promoted,High,37
2024-11-19 15:17:02,8641,Ronald Ellis,HR,Executive,44,1.25,7.37,Not Promoted,Medium,53
2024-11-19 15:17:03,8982,Dustin Hughes,HR,Developer,25,4.42,4.55,Promoted,Medium,42
2024-11-19 15:17:04,1218,Tiffany Moore,HR,Consultant,24,2.89,5.86,Not Promoted,High,34
2024-11-19 15:17:05,8091,Grant Coleman,Operations,Developer,53,1.47,4.75,Not Promoted,High,51
2024-11-19 15:17:06,7757,Molly Wiley,Marketing,Executive,35,3.92,6.41,Promoted,Medium,32
2024-11-19 15:17:07,4575,Teresa Phillips,Operations,Analyst,23,4.45,4.33,Promoted,Low,51
2024-11-19 15:17:08,6412,Johnny Herman,HR,Analyst,41,1.86,5.55,Promoted,High,31
2024-11-19 15:17:09,7855,Thomas Reed,Engineering,Analyst,37,1.75,4.19,Not Promoted,Low,36
2024-11-19 15:17:10,6454,Nicole Beard,Operations,Analyst,56,3.7,3.31,Promoted,High,45
2024-11-19 15:17:11,2342,Michael Thompson,Engineering,Developer,25,2.39,1.2,Promoted,High,48
2024-11-19 15:17:12,3609,Michael Jones,Sales,Developer,31,1.76,6.03,Promoted,High,39
2024-11-19 15:17:13,2450,Erica Hicks,Engineering,Developer,26,4.45,3.96,Not Promoted,Medium,42
2024-11-19 15:17:14,8900,Daniel Coleman,Marketing,Developer,32,4.56,8.46,Promoted,High,53
2024-11-19 15:17:15,6046,Kevin Zavala,Operations,Analyst,49,3.68,5.7,Not Promoted,High,35
2024-11-19 15:17:16,7439,Brenda Page,Marketing,Manager,41,3.66,7.81,Promoted,Low,36
2024-11-19 15:17:17,2326,Aaron Moore,HR,Consultant,24,4.74,4.59,Promoted,Low,38
2024-11-19 15:17:18,4553,Karen Bell,Operations,Consultant,22,1.18,2.47,Not Promoted,High,37
2024-11-19 15:17:19,5244,Samantha Parker,HR,Manager,55,3.77,9.85,Promoted,High,33
2024-11-19 15:17:20,2723,Matthew Meyer,Operations,Analyst,28,4.44,9.82,Promoted,High,48
2024-11-19 15:17:21,2595,Keith Smith,Operations,Manager,32,1.51,7.55,Promoted,Medium,55
2024-11-19 15:17:23,5459,Catherine Sanford,Marketing,Consultant,44,3.04,9.45,Promoted,High,35
2024-11-19 15:17:24,9658,Meghan Gregory,Engineering,Analyst,42,1.09,4.52,Not Promoted,High,60
2024-11-19 15:17:25,8471,Kelly Robertson,Operations,Manager,52,1.34,4.53,Not Promoted,Medium,50
2024-11-19 15:17:26,3817,Christina Solomon,Engineering,Developer,23,1.01,3.26,Promoted,High,41
2024-11-19 15:17:27,8582,Gregory Lewis,Operations,Consultant,29,1.19,2.75,Promoted,High,58
2024-11-19 15:17:28,3718,Zachary Myers,HR,Manager,53,1.48,4.08,Not Promoted,High,51
2024-11-19 15:17:29,7560,Elizabeth Elliott,Marketing,Analyst,35,1.52,3.05,Promoted,Medium,52
2024-11-19 15:17:30,2500,Zachary Cole,HR,Developer,25,3.71,9.41,Not Promoted,Low,40
2024-11-19 15:17:31,4292,Joseph Bernard,Marketing,Manager,39,2.34,7.44,Promoted,Low,34
2024-11-19 15:17:32,9911,Lisa Woods,Marketing,Consultant,41,3.42,2.85,Not Promoted,High,46
2024-11-19 15:17:33,5886,Robert Jordan,Sales,Analyst,47,2.39,8.16,Promoted,Low,43
2024-11-19 15:17:34,3370,Lisa Huynh,Operations,Manager,45,2.27,7.63,Not Promoted,High,34
2024-11-19 15:17:35,9107,Mathew Rodriguez,Marketing,Consultant,56,2.86,4.65,Promoted,High,42
2024-11-19 15:17:36,2070,Jared Gay,Operations,Analyst,42,3.68,1.66,Promoted,High,41
2024-11-19 15:17:37,4928,Audrey Shields,HR,Consultant,57,1.68,1.18,Not Promoted,High,51
2024-11-19 15:17:38,6364,David Evans,Sales,Analyst,54,4.43,6.65,Not Promoted,Medium,57
2024-11-19 15:17:39,9980,Samantha Rice,Operations,Executive,42,3.97,1.39,Not Promoted,High,41
2024-11-19 15:17:40,6597,Jonathan White,Operations,Manager,35,2.66,2.58,Not Promoted,High,37
2024-11-19 15:17:41,6740,Lindsey Butler,Marketing,Consultant,28,4.67,2.41,Promoted,High,46
2024-11-19 15:17:42,7270,Elizabeth Davis,HR,Consultant,33,3.78,2.9,Not Promoted,High,60
2024-11-19 15:17:43,8617,Kimberly Gutierrez,HR,Manager,44,2.18,2.2,Not Promoted,High,46
2024-11-19 15:17:44,7344,Daniel Yu PhD,Engineering,Developer,38,4.12,5.25,Promoted,Low,52
2024-11-19 15:17:45,5202,Alyssa Yoder,Operations,Executive,26,2.91,9.67,Promoted,High,47
2024-11-19 15:17:46,3784,James Mendoza,HR,Analyst,25,1.29,1.41,Promoted,High,55
2024-11-19 15:17:47,6632,Ryan Duran,Operations,Analyst,30,1.16,4.72,Not Promoted,Low,58
2024-11-19 15:17:48,5666,Charles Perkins,Sales,Executive,39,4.31,2.8,Promoted,High,49
2024-11-19 15:17:49,7044,Jessica Lopez,HR,Executive,23,4.81,1.28,Promoted,High,40
2024-11-19 15:17:50,7059,David Rogers,Sales,Developer,53,1.63,6.31,Not Promoted,High,36
2024-11-19 15:17:51,9778,Anthony Alexander,Engineering,Developer,30,3.0,9.75,Promoted,High,60
2024-11-19 15:17:52,5992,Steven Doyle,Engineering,Manager,29,2.76,1.0,Not Promoted,High,40
2024-11-19 15:17:53,8964,Jill Thomas,Operations,Consultant,30,4.45,4.15,Promoted,High,40
2024-11-19 15:17:54,4361,Tiffany Hall,Engineering,Analyst,48,2.24,7.9,Not Promoted,High,58
2024-11-19 15:17:55,6866,Marie Riddle,Marketing,Developer,50,4.31,3.6,Promoted,Medium,40
2024-11-19 15:17:56,5290,Julie Stout,Sales,Manager,42,3.86,7.57,Promoted,High,35
2024-11-19 15:17:57,1768,James Brown,HR,Developer,34,3.12,8.68,Not Promoted,Low,55
2024-11-19 15:17:58,8842,James Holmes,HR,Consultant,25,3.64,5.32,Promoted,High,55
2024-11-19 15:17:59,8549,Elizabeth Lawrence,Sales,Consultant,39,4.11,8.98,Promoted,Medium,49
2024-11-19 15:18:00,1675,Mark Knapp,Sales,Manager,33,3.9,9.13,Not Promoted,High,53
2024-11-19 15:18:01,6325,Mark Ponce,HR,Analyst,31,4.54,5.69,Promoted,High,52
2024-11-19 15:18:02,9879,Kelly Jones,Engineering,Developer,39,3.15,3.92,Not Promoted,High,33
2024-11-19 15:18:03,8892,Denise Lowe,HR,Developer,29,3.68,4.16,Not Promoted,Medium,54
2024-11-19 15:18:04,3020,Donna Bryant,HR,Analyst,59,3.74,6.51,Promoted,Low,50
2024-11-19 15:18:05,9026,Paula Wu,Operations,Consultant,34,1.4,2.21,Promoted,High,40
2024-11-19 15:18:06,7227,Joshua Rodriguez,Operations,Consultant,28,1.84,2.0,Promoted,High,34
2024-11-19 15:18:07,6931,Brenda Clarke,HR,Manager,42,3.72,8.52,Not Promoted,High,39
2024-11-19 15:18:08,1807,Emily Dudley,HR,Developer,44,1.02,9.1,Not Promoted,Medium,36
2024-11-19 15:18:09,4088,Joshua Hogan,Marketing,Developer,59,2.22,8.38,Promoted,Medium,31
2024-11-19 15:18:10,6194,Rebecca Powers,Operations,Developer,48,3.68,8.42,Promoted,High,51
2024-11-19 15:18:11,4149,Shawn Jimenez,HR,Analyst,28,1.07,9.6,Not Promoted,Medium,54
2024-11-19 15:18:12,7032,David Morrow,HR,Executive,41,4.22,4.39,Not Promoted,Low,54
2024-11-19 15:18:13,8196,William Schwartz,Sales,Consultant,56,4.07,4.29,Promoted,High,45
2024-11-19 15:18:14,1139,David Carlson,Engineering,Consultant,46,4.53,9.61,Promoted,Medium,41
2024-11-19 15:18:15,9101,Samantha Novak,Operations,Analyst,44,2.3,8.64,Not Promoted,High,47
2024-11-19 15:18:16,4958,Brandon Randolph,Sales,Executive,25,3.82,4.67,Not Promoted,Medium,56
2024-11-19 15:18:17,2561,Tammy Frost,HR,Analyst,59,3.59,7.66,Not Promoted,High,49
2024-11-19 15:18:18,5182,Lisa Gonzales,HR,Consultant,24,1.25,8.04,Not Promoted,Low,40
2024-11-19 15:18:19,3598,Gary Perez,Marketing,Executive,54,2.76,3.77,Not Promoted,Low,32
2024-11-19 15:18:20,2529,Ann Smith,Marketing,Consultant,30,3.72,8.01,Promoted,Medium,54
2024-11-19 15:18:21,3614,Joseph Williams,Engineering,Manager,44,2.9,1.38,Promoted,High,50
2024-11-19 15:18:22,2544,Christine Smith,HR,Consultant,46,3.14,1.31,Not Promoted,High,45
2024-11-19 15:18:23,7411,Laura Miller,Sales,Analyst,31,4.36,5.65,Not Promoted,Low,54
2024-11-19 15:18:24,4849,Diane Gibson,Engineering,Consultant,27,4.08,8.24,Not Promoted,Medium,35
2024-11-19 15:18:25,7383,Sharon Rodriguez,Marketing,Consultant,32,1.62,8.8,Not Promoted,Medium,52
2024-11-19 15:18:26,7858,Harold Kane,Sales,Consultant,45,3.94,6.86,Not Promoted,Medium,54
2024-11-19 15:18:27,6636,Barbara Mathis,HR,Manager,53,4.09,6.17,Not Promoted,Low,39
2024-11-19 15:18:28,9993,Crystal Mitchell,Operations,Analyst,25,1.83,7.14,Promoted,High,51
2024-11-19 15:18:29,5153,James Black,Marketing,Developer,55,2.52,7.07,Not Promoted,High,30
2024-11-19 15:18:30,7514,Nathan Carson DDS,HR,Developer,27,3.31,9.91,Not Promoted,Low,56
2024-11-19 15:18:31,5483,Mr. Steven Smith,Marketing,Executive,24,2.62,1.88,Promoted,High,41
2024-11-19 15:18:32,5343,Barbara Barnes,Sales,Manager,50,4.06,5.46,Not Promoted,Medium,49
2024-11-19 15:18:33,4716,Miss Julie Jackson,HR,Developer,26,4.46,6.83,Promoted,Low,60
2024-11-19 15:18:34,4073,Erika Pruitt,Engineering,Manager,22,4.61,3.8,Promoted,Low,52
2024-11-19 15:18:35,6862,Nicholas Wyatt,Sales,Consultant,24,4.01,8.96,Promoted,Medium,60
2024-11-19 15:18:36,4514,Felicia Barrett,Marketing,Manager,46,3.83,9.9,Not Promoted,Medium,58
2024-11-19 15:18:37,4323,Andres Nelson,Marketing,Manager,37,1.96,6.88,Not Promoted,High,38
2024-11-19 15:18:38,7419,John Powell,HR,Manager,46,2.58,7.73,Not Promoted,Low,39
2024-11-19 15:18:39,5259,Kurt Taylor,HR,Executive,30,1.95,7.96,Promoted,High,52
2024-11-19 15:18:40,8090,Brittany Fernandez,HR,Analyst,57,3.19,7.5,Promoted,Low,41
2024-11-19 15:18:41,2176,Jessica Sutton,HR,Manager,59,2.63,1.28,Not Promoted,High,35
2024-11-19 15:18:42,6515,Kristin Davis,HR,Executive,30,2.32,4.26,Not Promoted,Medium,37
2024-11-19 15:18:43,3363,Isabella Snyder,HR,Developer,54,1.62,6.78,Not Promoted,Low,42
2024-11-19 15:18:44,3228,Rebekah Wagner,Sales,Analyst,23,2.86,1.42,Promoted,High,45
2024-11-19 15:18:45,1169,Melinda Bryant,HR,Executive,26,4.01,4.46,Not Promoted,Low,52
2024-11-19 15:18:46,5187,Troy Williams,Sales,Developer,34,1.67,1.43,Promoted,High,47
2024-11-19 15:18:47,3322,Leslie Jones,Marketing,Consultant,58,1.69,7.9,Not Promoted,Low,35
2024-11-19 15:18:48,9116,Jamie White,Operations,Executive,54,2.54,4.16,Not Promoted,Medium,51
2024-11-19 15:18:49,4481,Jason Walls,Sales,Developer,51,1.34,9.86,Promoted,Low,50
2024-11-19 15:18:50,6485,Michael Moore,HR,Consultant,29,2.84,8.55,Not Promoted,High,30
2024-11-19 15:18:51,3291,Vanessa Brooks,Marketing,Manager,28,1.09,5.11,Not Promoted,Low,57
2024-11-19 15:18:52,7731,Joshua Mcgee,Marketing,Executive,57,1.04,1.82,Not Promoted,High,38
2024-11-19 15:18:53,6560,Timothy Holland,HR,Executive,46,1.55,8.8,Not Promoted,Medium,44
2024-11-19 15:18:54,8943,Rita Cooper,Sales,Analyst,51,4.84,9.68,Promoted,Medium,56
2024-11-19 15:18:55,8719,Rhonda Roberts,Marketing,Manager,48,1.97,9.43,Not Promoted,High,31
2024-11-19 15:18:56,4879,Jennifer Grant,Operations,Consultant,37,4.61,1.7,Promoted,High,45
2024-11-19 15:18:57,7671,Nathan Jenkins,Sales,Consultant,36,4.46,1.35,Promoted,High,49
2024-11-19 15:18:58,9695,Crystal Fuentes,Operations,Consultant,58,2.23,7.69,Not Promoted,High,35
2024-11-19 15:18:59,6671,Jessica Bush,Sales,Analyst,53,2.57,9.91,Promoted,Low,37
2024-11-19 15:19:00,2731,David Adams,HR,Developer,22,2.63,8.59,Not Promoted,High,37
2024-11-19 15:19:01,9782,Leslie Johnson,HR,Manager,28,3.26,7.47,Not Promoted,Low,40
2024-11-19 15:19:02,2698,Edward Fisher,Engineering,Executive,58,1.69,1.18,Not Promoted,High,50
2024-11-19 15:19:03,8984,Patty Dickerson,Operations,Executive,46,1.9,4.74,Promoted,Low,47
2024-11-19 15:19:04,8092,Deborah Martin,Marketing,Analyst,31,2.79,9.57,Promoted,High,41
2024-11-19 15:19:05,1612,Alisha Lozano,Marketing,Manager,44,3.4,4.24,Promoted,Low,44
2024-11-19 15:19:06,8776,Chad Carter,Marketing,Analyst,22,1.68,8.02,Not Promoted,Low,36
2024-11-19 15:19:07,9239,Lori Valdez,Operations,Developer,43,4.47,5.19,Promoted,Medium,55
2024-11-19 15:19:08,6074,Sarah Anderson,Marketing,Executive,57,3.16,8.1,Promoted,Low,38
2024-11-19 15:19:09,5985,Susan Williams,Engineering,Analyst,49,2.44,5.1,Not Promoted,High,47
2024-11-19 15:19:10,6555,Taylor Goodman,Sales,Executive,45,1.56,3.71,Not Promoted,High,30
2024-11-19 15:19:11,5628,George Olsen,Marketing,Analyst,52,1.2,8.37,Promoted,Low,54
2024-11-19 15:19:12,2101,Randy Smith DVM,Operations,Manager,37,3.43,5.31,Not Promoted,Medium,35
2024-11-19 15:19:13,5833,Kendra Long,Engineering,Analyst,53,1.58,6.94,Promoted,Medium,36
2024-11-19 15:19:14,2375,Scott Thomas,Marketing,Consultant,38,2.73,7.56,Not Promoted,Medium,48
2024-11-19 15:19:15,6011,Dalton Lopez,Engineering,Executive,31,1.96,6.33,Promoted,Medium,35
2024-11-19 15:19:16,2829,Jay Lewis,Sales,Developer,48,2.05,1.54,Not Promoted,High,44
2024-11-19 15:19:17,7417,Clinton Randall,Marketing,Analyst,50,3.07,1.91,Not Promoted,High,52
2024-11-19 15:19:18,7956,Donald Ramos,Engineering,Executive,54,2.75,6.59,Not Promoted,Low,38
2024-11-19 15:19:19,9020,Karen Rodriguez,Sales,Consultant,47,2.07,3.69,Promoted,Medium,38
2024-11-19 15:19:20,5746,Brian Gonzales,Engineering,Consultant,39,3.99,8.1,Not Promoted,Medium,32
2024-11-19 15:19:21,7744,Debra Wilson,Engineering,Executive,56,2.35,5.03,Promoted,Low,52
2024-11-19 15:19:22,4739,Ryan Hatfield,Sales,Manager,43,1.65,2.69,Promoted,High,35
2024-11-19 15:19:23,2366,John Stanley,Operations,Manager,51,3.06,6.59,Promoted,Medium,34
2024-11-19 15:19:24,4950,Alison Brewer,Operations,Analyst,38,3.12,7.38,Promoted,Low,38
2024-11-19 15:19:25,3937,Dr. Justin Smith,Engineering,Consultant,38,2.69,5.87,Promoted,Low,45
2024-11-19 15:19:26,7228,Taylor Moreno,Sales,Executive,22,3.81,2.58,Not Promoted,High,39
2024-11-19 15:19:27,9100,Kimberly Phillips,Sales,Analyst,51,3.45,4.37,Not Promoted,High,50
2024-11-19 15:19:28,6370,Michele Foster,Engineering,Manager,55,1.53,3.31,Promoted,Medium,50
2024-11-19 15:19:29,3438,Patricia Bailey,Engineering,Manager,29,2.99,8.32,Not Promoted,Low,33
2024-11-19 15:19:30,8600,Alexander Lang,Marketing,Developer,41,2.88,5.8,Not Promoted,High,60
2024-11-19 15:19:31,9683,Michael Morris,Engineering,Analyst,25,2.3,9.13,Not Promoted,Medium,42
2024-11-19 15:19:32,3480,Gina Moreno,Engineering,Executive,27,1.82,6.56,Not Promoted,Low,59
2024-11-19 15:19:33,7259,Katie Larsen,Marketing,Consultant,45,1.78,2.41,Not Promoted,High,57
2024-11-19 15:19:34,2947,Cynthia Ryan,Engineering,Consultant,50,4.75,2.03,Promoted,High,36
